medal_id,country_medal,city,discipline_title,participant_type,event_gender,medal_type
m18185,United States,barcelona,Swimming,Athlete,Women,SILVER
m18186,United States,barcelona,Swimming,Athlete,Women,BRONZE
m18187,United States,barcelona,Swimming,Athlete,Women,GOLD
m18188,United States,barcelona,Swimming,Athlete,Women,SILVER
m18189,United States,barcelona,Swimming,Athlete,Women,BRONZE
m18190,United States,barcelona,Swimming,Athlete,Men,GOLD
m18191,United States,barcelona,Swimming,Athlete,Men,SILVER
m18192,United States,barcelona,Swimming,Athlete,Men,BRONZE
m18193,United States,barcelona,Swimming,Athlete,Men,GOLD
m18194,United States,barcelona,Swimming,Athlete,Men,SILVER
m18195,United States,barcelona,Swimming,Athlete,Men,BRONZE
m18196,United States,barcelona,Swimming,Athlete,Men,GOLD
m18197,United States,barcelona,Swimming,Athlete,Men,SILVER
m18198,United States,barcelona,Swimming,Athlete,Men,BRONZE
m18199,United States,barcelona,Swimming,Athlete,Women,GOLD
m18200,United States,barcelona,Swimming,Athlete,Women,SILVER
m18201,United States,barcelona,Swimming,Athlete,Women,BRONZE
m18202,United States,barcelona,Swimming,Athlete,Men,GOLD
m18203,United States,barcelona,Swimming,Athlete,Men,SILVER
m18204,United States,barcelona,Swimming,GameTeam,Men,BRONZE
m18205,United States,barcelona,Swimming,GameTeam,Women,GOLD
m18206,United States,barcelona,Swimming,GameTeam,Women,SILVER
m18207,United States,barcelona,Swimming,GameTeam,Women,BRONZE
m18208,United States,barcelona,Swimming,GameTeam,Women,GOLD
m18209,United States,beijing,Swimming,Athlete,Women,SILVER
m18210,United States,beijing,Swimming,Athlete,Women,BRONZE
m18211,United States,beijing,Swimming,Athlete,Women,GOLD
m18212,United States,beijing,Swimming,Athlete,Women,SILVER
m18213,United States,beijing,Swimming,Athlete,Women,BRONZE
m18214,United States,beijing,Swimming,Athlete,Men,GOLD
m18215,United States,beijing,Swimming,Athlete,Men,SILVER
m18216,United States,beijing,Swimming,Athlete,Men,BRONZE
m18217,United States,beijing,Swimming,Athlete,Men,GOLD
m18218,United States,beijing,Swimming,Athlete,Men,SILVER
m18219,United States,beijing,Swimming,Athlete,Men,BRONZE
m18220,United States,beijing,Swimming,Athlete,Men,GOLD
m18221,United States,beijing,Swimming,Athlete,Men,SILVER
m18222,United States,beijing,Swimming,Athlete,Men,BRONZE
m18223,United States,beijing,Swimming,Athlete,Women,GOLD
m18224,United States,beijing,Swimming,Athlete,Women,SILVER
m18225,United States,beijing,Swimming,Athlete,Women,BRONZE
m18226,United States,beijing,Swimming,Athlete,Men,GOLD
m18227,United States,beijing,Swimming,Athlete,Men,SILVER
m18228,United States,beijing,Swimming,Athlete,Men,BRONZE
m18229,United States,beijing,Swimming,Athlete,Women,GOLD
m18230,United States,beijing,Swimming,Athlete,Women,SILVER
m18231,United States,beijing,Swimming,Athlete,Women,BRONZE
m18232,United States,beijing,Swimming,Athlete,Women,GOLD
m18233,United States,beijing,Swimming,Athlete,Women,SILVER
m18234,United States,beijing,Swimming,GameTeam,Women,BRONZE
m18235,United States,beijing,Swimming,GameTeam,Men,GOLD
m18236,United States,beijing,Swimming,GameTeam,Men,SILVER
m18237,United States,beijing,Swimming,GameTeam,Men,BRONZE
m18238,United States,beijing,Swimming,GameTeam,Men,GOLD
m18239,United States,beijing,Swimming,GameTeam,Men,SILVER
m18240,United States,berlin,Swimming,Athlete,Men,BRONZE
m18241,United States,berlin,Swimming,Athlete,Men,GOLD
m18242,United States,berlin,Swimming,Athlete,Men,SILVER
m18243,United States,berlin,Swimming,Athlete,Men,BRONZE
m18244,United States,berlin,Swimming,Athlete,Men,GOLD
m18245,United States,berlin,Swimming,Athlete,Men,SILVER
m18246,United States,berlin,Swimming,GameTeam,Men,BRONZE
m18247,United States,berlin,Swimming,GameTeam,Men,GOLD
m18248,United States,helsinki,Swimming,Athlete,Men,SILVER
m18249,United States,helsinki,Swimming,Athlete,Men,BRONZE
m18250,United States,helsinki,Swimming,Athlete,Women,GOLD
m18251,United States,helsinki,Swimming,Athlete,Women,SILVER
m18252,United States,helsinki,Swimming,Athlete,Women,BRONZE
m18253,United States,helsinki,Swimming,Athlete,Women,GOLD
m18254,United States,helsinki,Swimming,Athlete,Women,SILVER
m18255,United States,helsinki,Swimming,GameTeam,Women,BRONZE
m18256,United States,helsinki,Swimming,GameTeam,Men,GOLD
m18257,United States,london,Swimming,Athlete,Men,SILVER
m18258,United States,london,Swimming,GameTeam,Men,BRONZE
m18259,United States,london,Swimming,Athlete,Women,GOLD
m18260,United States,london,Swimming,Athlete,Women,SILVER
m18261,United States,london,Swimming,Athlete,Women,BRONZE
m18262,United States,london,Swimming,Athlete,Men,GOLD
m18263,United States,london,Swimming,Athlete,Men,SILVER
m18264,United States,london,Swimming,Athlete,Men,BRONZE
m18265,United States,london,Swimming,Athlete,Men,GOLD
m18266,United States,london,Swimming,Athlete,Men,SILVER
m18267,United States,london,Swimming,Athlete,Men,BRONZE
m18268,United States,london,Swimming,Athlete,Women,GOLD
m18269,United States,london,Swimming,Athlete,Women,SILVER
m18270,United States,london,Swimming,Athlete,Women,BRONZE
m18271,United States,london,Swimming,Athlete,Women,GOLD
m18272,United States,london,Swimming,GameTeam,Women,SILVER
m18273,United States,london,Swimming,GameTeam,Women,BRONZE
m18274,United States,london,Swimming,Athlete,Men,GOLD
m18275,United States,london,Swimming,Athlete,Men,SILVER
m18276,United States,london,Swimming,Athlete,Men,BRONZE
m18277,United States,london,Swimming,Athlete,Women,GOLD
m18278,United States,london,Swimming,Athlete,Women,SILVER
m18279,United States,london,Swimming,Athlete,Women,BRONZE
m18280,United States,london,Swimming,Athlete,Men,GOLD
m18281,United States,london,Swimming,Athlete,Men,SILVER
m18282,United States,london,Swimming,Athlete,Men,BRONZE
m18283,United States,london,Swimming,Athlete,Men,GOLD
m18284,United States,london,Swimming,Athlete,Men,SILVER
m18285,United States,london,Swimming,Athlete,Men,BRONZE
m18286,United States,london,Swimming,Athlete,Women,GOLD
m18287,United States,london,Swimming,Athlete,Women,SILVER
m18288,United States,london,Swimming,Athlete,Women,BRONZE
m18289,United States,london,Swimming,Athlete,Men,GOLD
m18290,United States,london,Swimming,Athlete,Men,SILVER
m18291,United States,london,Swimming,Athlete,Men,BRONZE
m18292,United States,london,Swimming,Athlete,Men,GOLD
m18293,United States,london,Swimming,Athlete,Men,SILVER
m18294,United States,london,Swimming,Athlete,Men,BRONZE
m18295,United States,london,Swimming,Athlete,Women,GOLD
m18296,United States,london,Swimming,Athlete,Women,SILVER
m18297,United States,london,Swimming,Athlete,Women,BRONZE
m18298,United States,london,Swimming,GameTeam,Men,GOLD
m18299,United States,london,Swimming,GameTeam,Men,SILVER
m18300,United States,london,Swimming,GameTeam,Men,BRONZE
m18301,United States,london,Swimming,GameTeam,Women,GOLD
m18302,United States,london,Swimming,GameTeam,Women,SILVER
m18303,United States,london,Swimming,GameTeam,Women,BRONZE
m18304,United States,los angeles,Swimming,Athlete,Men,GOLD
m18305,United States,los angeles,Swimming,Athlete,Men,SILVER
m18306,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18307,United States,los angeles,Swimming,Athlete,Men,GOLD
m18308,United States,los angeles,Swimming,Athlete,Men,SILVER
m18309,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18310,United States,los angeles,Swimming,Athlete,Women,GOLD
m18311,United States,los angeles,Swimming,Athlete,Women,SILVER
m18312,United States,los angeles,Swimming,GameTeam,Women,BRONZE
m18313,United States,los angeles,Swimming,GameTeam,Women,GOLD
m18314,United States,los angeles,Swimming,Athlete,Women,SILVER
m18315,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18316,United States,los angeles,Swimming,Athlete,Women,GOLD
m18317,United States,los angeles,Swimming,Athlete,Women,SILVER
m18318,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18319,United States,los angeles,Swimming,Athlete,Women,GOLD
m18320,United States,los angeles,Swimming,Athlete,Women,SILVER
m18321,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18322,United States,los angeles,Swimming,Athlete,Men,GOLD
m18323,United States,los angeles,Swimming,Athlete,Men,SILVER
m18324,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18325,United States,los angeles,Swimming,Athlete,Women,GOLD
m18326,United States,los angeles,Swimming,Athlete,Women,SILVER
m18327,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18328,United States,los angeles,Swimming,Athlete,Women,GOLD
m18329,United States,los angeles,Swimming,Athlete,Women,SILVER
m18330,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18331,United States,los angeles,Swimming,Athlete,Men,GOLD
m18332,United States,los angeles,Swimming,Athlete,Men,SILVER
m18333,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18334,United States,los angeles,Swimming,Athlete,Men,GOLD
m18335,United States,los angeles,Swimming,Athlete,Men,SILVER
m18336,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18337,United States,los angeles,Swimming,Athlete,Men,GOLD
m18338,United States,los angeles,Swimming,Athlete,Men,SILVER
m18339,United States,los angeles,Swimming,Athlete,Men,BRONZE
m18340,United States,los angeles,Swimming,Athlete,Women,GOLD
m18341,United States,los angeles,Swimming,Athlete,Women,SILVER
m18342,United States,los angeles,Swimming,Athlete,Women,BRONZE
m18343,United States,los angeles,Swimming,GameTeam,Men,GOLD
m18344,United States,los angeles,Swimming,GameTeam,Men,SILVER
m18345,United States,los angeles,Swimming,GameTeam,Men,BRONZE
m18346,United States,los angeles,Swimming,GameTeam,Women,GOLD
m18347,United States,los angeles,Swimming,GameTeam,Women,SILVER
m18348,United States,melbourne,Swimming,Athlete,Women,BRONZE
m18349,United States,melbourne,Swimming,Athlete,Men,GOLD
m18350,United States,melbourne,Swimming,Athlete,Men,SILVER
m18351,United States,melbourne,Swimming,Athlete,Men,BRONZE
m18352,United States,melbourne,Swimming,Athlete,Women,GOLD
m18353,United States,melbourne,Swimming,Athlete,Women,SILVER
m18354,United States,melbourne,Swimming,Athlete,Women,BRONZE
m18355,United States,melbourne,Swimming,Athlete,Men,GOLD
m18356,United States,melbourne,Swimming,Athlete,Men,SILVER
m18357,United States,melbourne,Swimming,GameTeam,Men,BRONZE
m18358,United States,melbourne,Swimming,GameTeam,Women,GOLD
m18359,United States,mexico city,Swimming,Athlete,Women,SILVER
m18360,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18361,United States,mexico city,Swimming,Athlete,Women,GOLD
m18362,United States,mexico city,Swimming,Athlete,Women,SILVER
m18363,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18364,United States,mexico city,Swimming,Athlete,Men,GOLD
m18365,United States,mexico city,Swimming,Athlete,Men,SILVER
m18366,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18367,United States,mexico city,Swimming,Athlete,Men,GOLD
m18368,United States,mexico city,Swimming,Athlete,Men,SILVER
m18369,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18370,United States,mexico city,Swimming,Athlete,Women,GOLD
m18371,United States,mexico city,Swimming,Athlete,Women,SILVER
m18372,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18373,United States,mexico city,Swimming,Athlete,Men,GOLD
m18374,United States,mexico city,Swimming,Athlete,Men,SILVER
m18375,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18376,United States,mexico city,Swimming,Athlete,Men,GOLD
m18377,United States,mexico city,Swimming,Athlete,Men,SILVER
m18378,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18379,United States,mexico city,Swimming,Athlete,Women,GOLD
m18380,United States,mexico city,Swimming,Athlete,Women,SILVER
m18381,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18382,United States,mexico city,Swimming,Athlete,Men,GOLD
m18383,United States,mexico city,Swimming,Athlete,Men,SILVER
m18384,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18385,United States,mexico city,Swimming,Athlete,Women,GOLD
m18386,United States,mexico city,Swimming,Athlete,Women,SILVER
m18387,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18388,United States,mexico city,Swimming,Athlete,Men,GOLD
m18389,United States,mexico city,Swimming,Athlete,Men,SILVER
m18390,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18391,United States,mexico city,Swimming,Athlete,Men,GOLD
m18392,United States,mexico city,Swimming,Athlete,Men,SILVER
m18393,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18394,United States,mexico city,Swimming,Athlete,Men,GOLD
m18395,United States,mexico city,Swimming,Athlete,Men,SILVER
m18396,United States,mexico city,Swimming,Athlete,Men,BRONZE
m18397,United States,mexico city,Swimming,Athlete,Women,GOLD
m18398,United States,mexico city,Swimming,Athlete,Women,SILVER
m18399,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18400,United States,mexico city,Swimming,Athlete,Women,GOLD
m18401,United States,mexico city,Swimming,Athlete,Women,SILVER
m18402,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18403,United States,mexico city,Swimming,Athlete,Women,GOLD
m18404,United States,mexico city,Swimming,Athlete,Women,SILVER
m18405,United States,mexico city,Swimming,Athlete,Women,BRONZE
m18406,United States,mexico city,Swimming,GameTeam,Men,GOLD
m18407,United States,mexico city,Swimming,GameTeam,Men,SILVER
m18408,United States,mexico city,Swimming,GameTeam,Men,BRONZE
m18409,United States,mexico city,Swimming,GameTeam,Men,GOLD
m18410,United States,mexico city,Swimming,GameTeam,Men,SILVER
m18411,United States,montreal,Swimming,Athlete,Men,BRONZE
m18412,United States,montreal,Swimming,Athlete,Women,GOLD
m18413,United States,montreal,Swimming,Athlete,Women,SILVER
m18414,United States,montreal,Swimming,Athlete,Women,BRONZE
m18415,United States,montreal,Swimming,Athlete,Women,GOLD
m18416,United States,montreal,Swimming,Athlete,Women,SILVER
m18417,United States,montreal,Swimming,Athlete,Women,BRONZE
m18418,United States,montreal,Swimming,Athlete,Men,GOLD
m18419,United States,montreal,Swimming,Athlete,Men,SILVER
m18420,United States,montreal,Swimming,Athlete,Men,BRONZE
m18421,United States,montreal,Swimming,Athlete,Men,GOLD
m18422,United States,montreal,Swimming,Athlete,Men,SILVER
m18423,United States,montreal,Swimming,Athlete,Men,BRONZE
m18424,United States,montreal,Swimming,Athlete,Women,GOLD
m18425,United States,montreal,Swimming,Athlete,Women,SILVER
m18426,United States,montreal,Swimming,Athlete,Women,BRONZE
m18427,United States,montreal,Swimming,Athlete,Women,GOLD
m18428,United States,montreal,Swimming,Athlete,Women,SILVER
m18429,United States,montreal,Swimming,Athlete,Women,BRONZE
m18430,United States,montreal,Swimming,Athlete,Men,GOLD
m18431,United States,montreal,Swimming,Athlete,Men,SILVER
m18432,United States,montreal,Swimming,Athlete,Men,BRONZE
m18433,United States,montreal,Swimming,Athlete,Men,GOLD
m18434,United States,montreal,Swimming,Athlete,Men,SILVER
m18435,United States,montreal,Swimming,Athlete,Men,BRONZE
m18436,United States,montreal,Swimming,Athlete,Men,GOLD
m18437,United States,montreal,Swimming,Athlete,Men,SILVER
m18438,United States,montreal,Swimming,Athlete,Men,BRONZE
m18439,United States,montreal,Swimming,Athlete,Men,GOLD
m18440,United States,montreal,Swimming,Athlete,Men,SILVER
m18441,United States,montreal,Swimming,GameTeam,Men,BRONZE
m18442,United States,montreal,Swimming,GameTeam,Men,GOLD
m18443,United States,montreal,Swimming,GameTeam,Men,SILVER
m18444,United States,montreal,Swimming,GameTeam,Men,BRONZE
m18445,United States,munich,Swimming,Athlete,Women,GOLD
m18446,United States,munich,Swimming,Athlete,Women,SILVER
m18447,United States,munich,Swimming,Athlete,Women,BRONZE
m18448,United States,munich,Swimming,Athlete,Women,GOLD
m18449,United States,munich,Swimming,Athlete,Women,SILVER
m18450,United States,munich,Swimming,Athlete,Women,BRONZE
m18451,United States,munich,Swimming,Athlete,Women,GOLD
m18452,United States,munich,Swimming,Athlete,Women,SILVER
m18453,United States,munich,Swimming,Athlete,Women,BRONZE
m18454,United States,munich,Swimming,Athlete,Men,GOLD
m18455,United States,munich,Swimming,Athlete,Men,SILVER
m18456,United States,munich,Swimming,Athlete,Men,BRONZE
m18457,United States,munich,Swimming,Athlete,Men,GOLD
m18458,United States,munich,Swimming,Athlete,Men,SILVER
m18459,United States,munich,Swimming,Athlete,Men,BRONZE
m18460,United States,munich,Swimming,Athlete,Women,GOLD
m18461,United States,munich,Swimming,Athlete,Women,SILVER
m18462,United States,munich,Swimming,Athlete,Women,BRONZE
m18463,United States,munich,Swimming,Athlete,Men,GOLD
m18464,United States,munich,Swimming,Athlete,Men,SILVER
m18465,United States,munich,Swimming,Athlete,Men,BRONZE
m18466,United States,munich,Swimming,Athlete,Women,GOLD
m18467,United States,munich,Swimming,Athlete,Women,SILVER
m18468,United States,munich,Swimming,Athlete,Women,BRONZE
m18469,United States,munich,Swimming,Athlete,Women,GOLD
m18470,United States,munich,Swimming,Athlete,Women,SILVER
m18471,United States,munich,Swimming,Athlete,Women,BRONZE
m18472,United States,munich,Swimming,Athlete,Women,GOLD
m18473,United States,munich,Swimming,Athlete,Women,SILVER
m18474,United States,munich,Swimming,Athlete,Women,BRONZE
m18475,United States,munich,Swimming,Athlete,Men,GOLD
m18476,United States,munich,Swimming,Athlete,Men,SILVER
m18477,United States,munich,Swimming,Athlete,Men,BRONZE
m18478,United States,munich,Swimming,Athlete,Men,GOLD
m18479,United States,munich,Swimming,Athlete,Men,SILVER
m18480,United States,munich,Swimming,Athlete,Men,BRONZE
m18481,United States,munich,Swimming,Athlete,Men,GOLD
m18482,United States,munich,Swimming,Athlete,Men,SILVER
m18483,United States,munich,Swimming,GameTeam,Men,BRONZE
m18484,United States,munich,Swimming,GameTeam,Men,GOLD
m18485,Venezuela,los angeles,Swimming,Athlete,Men,GOLD
m18486,Montenegro,mexico city,Swimming,Athlete,Men,SILVER
m18487,Montenegro,mexico city,Swimming,Athlete,Men,BRONZE
m18488,Zimbabwe,athens,Swimming,Athlete,Men,GOLD
m18489,Zimbabwe,athens,Swimming,Athlete,Men,SILVER
m18490,Zimbabwe,athens,Swimming,Athlete,Men,GOLD
m18491,Zimbabwe,beijing,Swimming,Athlete,Men,SILVER
m18492,Zimbabwe,beijing,Swimming,Athlete,Men,GOLD
m18493,Zimbabwe,beijing,Swimming,Athlete,Men,SILVER
m18494,Zimbabwe,beijing,Swimming,Athlete,Men,BRONZE
m18495,Canada,atlanta,Synchronized Swimming,GameTeam,Women,GOLD
m18496,Canada,barcelona,Synchronized Swimming,GameTeam,Women,GOLD
m18497,Canada,barcelona,Synchronized Swimming,Athlete,Women,SILVER
m18498,Canada,barcelona,Synchronized Swimming,GameTeam,Women,SILVER
m18499,Canada,los angeles,Synchronized Swimming,Athlete,Women,BRONZE
m18500,Canada,los angeles,Synchronized Swimming,GameTeam,Women,BRONZE
m18501,Canada,los angeles,Synchronized Swimming,GameTeam,Women,GOLD
m18502,Canada,seoul,Synchronized Swimming,GameTeam,Women,SILVER
m18503,Canada,seoul,Synchronized Swimming,Athlete,Women,BRONZE
m18504,Canada,seoul,Synchronized Swimming,GameTeam,Women,GOLD
m18505,Canada,sydney,Synchronized Swimming,GameTeam,Women,SILVER
m18506,France,sydney,Synchronized Swimming,GameTeam,Women,BRONZE
m18507,France,sydney,Synchronized Swimming,GameTeam,Women,GOLD
m18508,Japan,athens,Synchronized Swimming,GameTeam,Women,GOLD
m18509,Japan,athens,Synchronized Swimming,GameTeam,Women,SILVER
m18510,Japan,athens,Synchronized Swimming,GameTeam,Women,SILVER
m18511,Japan,atlanta,Synchronized Swimming,GameTeam,Women,BRONZE
m18512,Japan,barcelona,Synchronized Swimming,GameTeam,Women,BRONZE
m18513,Japan,barcelona,Synchronized Swimming,GameTeam,Women,GOLD
m18514,Japan,barcelona,Synchronized Swimming,Athlete,Women,SILVER
m18515,Japan,beijing,Synchronized Swimming,GameTeam,Women,BRONZE
m18516,Japan,beijing,Synchronized Swimming,GameTeam,Women,GOLD
m18517,Japan,los angeles,Synchronized Swimming,Athlete,Women,GOLD
m18518,Japan,los angeles,Synchronized Swimming,GameTeam,Women,SILVER
m18519,Japan,los angeles,Synchronized Swimming,GameTeam,Women,SILVER
m18520,Japan,rio,Synchronized Swimming,GameTeam,Women,BRONZE
m18521,Japan,rio,Synchronized Swimming,GameTeam,Women,BRONZE
m18522,Japan,rio,Synchronized Swimming,GameTeam,Women,GOLD
m18523,Japan,seoul,Synchronized Swimming,GameTeam,Women,SILVER
m18524,Japan,seoul,Synchronized Swimming,Athlete,Women,BRONZE
m18525,Japan,seoul,Synchronized Swimming,GameTeam,Women,GOLD
m18526,Japan,sydney,Synchronized Swimming,GameTeam,Women,GOLD
m18527,Japan,sydney,Synchronized Swimming,GameTeam,Women,SILVER
m18528,Japan,sydney,Synchronized Swimming,GameTeam,Women,SILVER
m18529,China,beijing,Synchronized Swimming,GameTeam,Women,BRONZE
m18530,China,london,Synchronized Swimming,GameTeam,Women,BRONZE
m18531,China,london,Synchronized Swimming,GameTeam,Women,GOLD
m18532,China,london,Synchronized Swimming,GameTeam,Women,GOLD
m18533,China,rio,Synchronized Swimming,GameTeam,Women,SILVER
m18534,China,rio,Synchronized Swimming,GameTeam,Women,SILVER
m18535,China,rio,Synchronized Swimming,GameTeam,Women,BRONZE
m18536,Russia,athens,Synchronized Swimming,GameTeam,Women,BRONZE
m18537,Russia,athens,Synchronized Swimming,GameTeam,Women,GOLD
m18538,Russia,athens,Synchronized Swimming,GameTeam,Women,SILVER
m18539,Russia,beijing,Synchronized Swimming,GameTeam,Women,BRONZE
m18540,Russia,beijing,Synchronized Swimming,GameTeam,Women,GOLD
m18541,Russia,beijing,Synchronized Swimming,GameTeam,Women,SILVER
m18542,Russia,london,Synchronized Swimming,GameTeam,Women,BRONZE
m18543,Russia,london,Synchronized Swimming,GameTeam,Women,GOLD
m18544,Russia,london,Synchronized Swimming,GameTeam,Women,GOLD
m18545,Russia,rio,Synchronized Swimming,GameTeam,Women,SILVER
m18546,Russia,rio,Synchronized Swimming,GameTeam,Women,SILVER
m18547,Russia,rio,Synchronized Swimming,GameTeam,Women,BRONZE
m18548,Russia,sydney,Synchronized Swimming,GameTeam,Women,BRONZE
m18549,Russia,sydney,Synchronized Swimming,GameTeam,Women,GOLD
m18550,Russia,sydney,Synchronized Swimming,GameTeam,Women,GOLD
m18551,Spain,beijing,Synchronized Swimming,GameTeam,Women,BRONZE
m18552,Spain,beijing,Synchronized Swimming,GameTeam,Women,GOLD
m18553,Spain,beijing,Synchronized Swimming,GameTeam,Women,GOLD
m18554,Spain,london,Synchronized Swimming,GameTeam,Women,SILVER
m18555,Spain,london,Synchronized Swimming,GameTeam,Women,SILVER
m18556,Spain,london,Synchronized Swimming,GameTeam,Women,BRONZE
m18557,United States,munich,Swimming,GameTeam,Men,SILVER
m18558,United States,munich,Swimming,GameTeam,Men,BRONZE
m18559,United States,munich,Swimming,GameTeam,Women,GOLD
m18560,United States,paris,Swimming,Athlete,Women,SILVER
m18561,United States,paris,Swimming,Athlete,Women,BRONZE
m18562,United States,paris,Swimming,Athlete,Women,GOLD
m18563,United States,paris,Swimming,Athlete,Women,SILVER
m18564,United States,paris,Swimming,Athlete,Women,BRONZE
m18565,United States,paris,Swimming,Athlete,Women,GOLD
m18566,United States,paris,Swimming,Athlete,Women,SILVER
m18567,United States,paris,Swimming,Athlete,Women,BRONZE
m18568,United States,paris,Swimming,Athlete,Men,GOLD
m18569,United States,paris,Swimming,Athlete,Men,SILVER
m18570,Taiwan,atlanta,Table Tennis,Athlete,Women,GOLD
m18571,Taiwan,sydney,Table Tennis,Athlete,Women,SILVER
m18572,Taiwan,tokyo,Table Tennis,GameTeam,Women,BRONZE
m18573,Taiwan,tokyo,Table Tennis,GameTeam,Men,SILVER
m18574,North Korea,athens,Table Tennis,Athlete,Men,BRONZE
m18575,North Korea,barcelona,Table Tennis,GameTeam,Men,GOLD
m18576,North Korea,barcelona,Table Tennis,Athlete,Mixed,GOLD
m18577,North Korea,barcelona,Table Tennis,GameTeam,Mixed,GOLD
m18578,North Korea,rio,Table Tennis,Athlete,Mixed,SILVER
m18579,Denmark,athens,Table Tennis,GameTeam,Mixed,SILVER
m18580,Denmark,athens,Table Tennis,GameTeam,Mixed,BRONZE
m18581,France,barcelona,Table Tennis,Athlete,Mixed,BRONZE
m18582,France,sydney,Table Tennis,GameTeam,Women,SILVER
m18583,France,sydney,Table Tennis,GameTeam,Women,GOLD
m18584,Germany,atlanta,Table Tennis,Athlete,Women,BRONZE
m18585,Germany,barcelona,Table Tennis,GameTeam,Men,GOLD
m18586,Germany,barcelona,Table Tennis,GameTeam,Men,SILVER
m18587,Germany,beijing,Table Tennis,GameTeam,Men,BRONZE
m18588,Germany,london,Table Tennis,Athlete,Men,GOLD
m18589,Germany,london,Table Tennis,GameTeam,Men,SILVER
m18590,Germany,rio,Table Tennis,GameTeam,Men,BRONZE
m18591,Germany,rio,Table Tennis,GameTeam,Women,GOLD
m18592,Germany,tokyo,Table Tennis,Athlete,Women,SILVER
m18593,Germany,tokyo,Table Tennis,GameTeam,Women,BRONZE
m18594,China,athens,Table Tennis,GameTeam,Men,GOLD
m18595,China,athens,Table Tennis,GameTeam,Men,SILVER
m18596,China,tokyo,Table Tennis,GameTeam,Men,BRONZE
m18597,Japan,london,Table Tennis,GameTeam,Women,GOLD
m18598,Japan,rio,Table Tennis,Athlete,Women,SILVER
m18599,Japan,rio,Table Tennis,GameTeam,Women,BRONZE
m18600,Japan,rio,Table Tennis,GameTeam,Men,GOLD
m18601,Japan,tokyo,Table Tennis,GameTeam,Men,SILVER
m18602,Japan,tokyo,Table Tennis,GameTeam,Men,BRONZE
m18603,Japan,tokyo,Table Tennis,Athlete,Women,GOLD
m18604,Japan,tokyo,Table Tennis,GameTeam,Women,SILVER
m18605,Japan,tokyo,Table Tennis,GameTeam,Women,BRONZE
m18606,China,athens,Table Tennis,Athlete,Men,GOLD
m18607,China,athens,Table Tennis,GameTeam,Men,SILVER
m18608,China,athens,Table Tennis,GameTeam,Men,BRONZE
m18609,China,athens,Table Tennis,Athlete,Women,GOLD
m18610,China,athens,Table Tennis,GameTeam,Women,SILVER
m18611,China,athens,Table Tennis,GameTeam,Women,BRONZE
m18612,China,athens,Table Tennis,Athlete,Men,GOLD
m18613,China,athens,Table Tennis,GameTeam,Men,SILVER
m18614,China,athens,Table Tennis,GameTeam,Men,BRONZE
m18615,China,atlanta,Table Tennis,GameTeam,Women,GOLD
m18616,China,atlanta,Table Tennis,Athlete,Women,SILVER
m18617,China,atlanta,Table Tennis,GameTeam,Women,BRONZE
m18618,China,atlanta,Table Tennis,Athlete,Men,GOLD
m18619,China,atlanta,Table Tennis,GameTeam,Men,SILVER
m18620,China,atlanta,Table Tennis,GameTeam,Men,BRONZE
m18621,China,atlanta,Table Tennis,GameTeam,Women,GOLD
m18622,China,atlanta,Table Tennis,Athlete,Women,SILVER
m18623,China,atlanta,Table Tennis,GameTeam,Women,BRONZE
m18624,China,atlanta,Table Tennis,GameTeam,Women,GOLD
m18625,China,atlanta,Table Tennis,Athlete,Women,SILVER
m18626,China,atlanta,Table Tennis,GameTeam,Women,BRONZE
m18627,China,barcelona,Table Tennis,GameTeam,Men,GOLD
m18628,China,barcelona,Table Tennis,Athlete,Men,SILVER
m18629,China,barcelona,Table Tennis,GameTeam,Men,BRONZE
m18630,China,barcelona,Table Tennis,GameTeam,Women,GOLD
m18631,China,barcelona,Table Tennis,GameTeam,Women,GOLD
m18632,China,barcelona,Table Tennis,Athlete,Women,SILVER
m18633,China,barcelona,Table Tennis,GameTeam,Women,SILVER
m18634,China,barcelona,Table Tennis,Athlete,Women,BRONZE
m18635,China,barcelona,Table Tennis,GameTeam,Women,BRONZE
m18636,China,beijing,Table Tennis,Athlete,Men,GOLD
